id,kind,source,label,path,ai_score,canvas_ai_score,predicted,correct,target_class,top_box_normalized,mean_effect_top,mean_effect_random_median,mean_top_percentile,blur_effect_top,blur_effect_random_median,blur_top_percentile,jpeg_q70_spearman,jpeg_q70_top_iou,randomization_spearman,localisation_supported,localisation_returned_class_drop,peak
0116daf6a9d8,genimage,BigGAN,0,data/raw/genimage_subset/0235c4475707b028fe9560c0b9a8dd620524e502e93fdedd3db808ecc1225f6f.jpeg,0.11315024644136429,0.07902419567108154,0,1,real,"[0.40711462450592883, 0.16996047430830039, 0.7391304347826086, 0.5019762845849802]",0.02029290795326233,0.04052433744072914,0.25,0.12542472779750824,0.030955728143453598,0.875,0.7889107312860459,0.688039457459926,0.8409338479914261,1,0.011033028364181519,0.28872889280319214
02834d14e0a1,genimage,BigGAN,0,data/raw/genimage_subset/c3789a4e61c470c7314f1fb29791d3f082ad4e460dcbf57b75f84e12236856fa.jpeg,0.03735387325286865,0.035531748086214066,0,1,real,"[0.6693333333333333, 0.6693333333333333, 1.0026666666666666, 1.0026666666666666]",0.0258624330163002,0.04479372501373291,0.375,0.041997279971838,0.02496463805437088,0.8125,0.8807445357129304,0.0,0.90389172003134,1,0.045781005173921585,0.1310165822505951
06e073e4f3de,genimage,BigGAN,0,data/raw/genimage_subset/2bec1f0d9a3447214deaf37cebbd83fd03ef9f86580e73aa33724d7dc1e787ea.jpeg,0.5456769466400146,0.5334226489067078,0,1,real,"[0.6693333333333333, 0.6693333333333333, 1.0026666666666666, 1.0026666666666666]",-0.1719476878643036,-0.12032566964626312,0.25,0.12562847137451172,0.10614356398582458,0.6875,0.9226963055029853,1.0,0.9321585165457954,0,-0.10908243060112,0.1063239723443985
0828a16ab6d4,genimage,BigGAN,0,data/raw/genimage_subset/dfa764504afd8aab4c5a5ed15a1accd0c5699a50a2140e378e3ac4d4f25722a9.jpeg,0.012758521363139153,0.013764278963208199,0,1,real,"[0.0, 0.0, 0.3323353293413174, 0.3323353293413174]",0.005289789289236069,0.06279640458524227,0.0625,0.0195916835218668,0.04013403691351414,0.0625,0.6456597280186429,0.0,0.7487607294099773,1,0.05418615508824587,0.03777420520782471
08911f7f9806,genimage,BigGAN,0,data/raw/genimage_subset/1e4a6cff4d263c9f24395cd64c3b7322ecf61967b94c6b8a17d835c07559fe6a.jpeg,0.20732450485229492,0.20120869576931,0,1,real,"[0.6693766937669376, 0.06775067750677506, 1.002710027100271, 0.4010840108401084]",0.2301495224237442,0.10184381902217865,0.875,0.2283271700143814,0.14543966948986053,0.9375,0.6482771935495721,0.6818181818181818,0.86350181161115,0,0.20738419890403748,0.39354023337364197
0440c045478a,genimage,BigGAN,1,data/raw/genimage_subset/6856b48b3c1ffdca2724db8a947d68ac4fd738da82be637361fcae8f2c68bef1.png,0.10810820013284683,0.10810791701078415,0,0,real,"[0.671875, 0.0078125, 1.0, 0.3359375]",0.05881974846124649,0.2790561392903328,0.0625,-0.01613699644804001,0.39801307767629623,0.0,0.3312557626229833,0.0,0.5002538331920929,0,-0.003546580672264099,0.019280768930912018
07dac34ee2f8,genimage,BigGAN,1,data/raw/genimage_subset/4b224686d34767c3c64338acca1a4a40b0e99a5820874dba596568b31a1818e4.png,0.3740600347518921,0.3740595877170563,0,0,real,"[0.375, 0.34375, 0.703125, 0.671875]",0.3879770338535309,0.15630856156349182,0.875,0.32021287083625793,0.17583021521568298,0.9375,0.5581829791488278,0.5462374699985881,0.8218712360412327,1,0.2750321924686432,0.02586224116384983
082a07e8ca18,genimage,BigGAN,1,data/raw/genimage_subset/65c63ce1c00aa6f2ff293485956acfd6a354f08a462b22263072aba0a8888834.png,0.8425608277320862,0.8425610065460205,1,1,ai_generated,"[0.109375, 0.1015625, 0.4375, 0.4296875]",-0.0804712176322937,-0.06062573194503784,0.4375,-0.006457209587097168,7.969141006469727e-05,0.4375,0.550314506126893,0.874700445053064,0.5389602222748043,0,-0.022398948669433594,0.048503976315259933
0a28b9010d7a,genimage,BigGAN,1,data/raw/genimage_subset/ef2ce97be527d01dc83c312d5ccf6c196d86420a17a7a28eb58076ed5b542eb5.png,0.9841328859329224,0.9841328859329224,1,1,ai_generated,"[0.671875, 0.546875, 1.0, 0.875]",0.14730501174926758,0.044009238481521606,0.8125,0.06442618370056152,0.04314452409744263,0.75,0.7522564168295645,0.8734177215189873,0.8859622386637339,1,0.12213397026062012,0.4849221706390381
0acadc8bd523,genimage,BigGAN,1,data/raw/genimage_subset/ad3bdbad61c943689cbd4f9dc92455315504e7437e3f650ab118656be0857e44.png,0.9930295348167419,0.9930295348167419,1,1,ai_generated,"[0.671875, 0.0, 1.0, 0.328125]",0.15245258808135986,0.021082818508148193,1.0,0.0043299198150634766,0.020782917737960815,0.1875,0.7968826354056358,1.0,0.7701846244885993,1,0.16020750999450684,0.266165167093277
0055f9c207ca,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/77e47e6b67d3f8eb1d02140e732e315fa99e2a963362c1e9c588ad94bddcd92e.jpeg,0.06496056169271469,0.07074925303459167,0,1,real,"[0.5573333333333333, 0.536, 0.8906666666666667, 0.8693333333333333]",0.13427963852882385,0.17383557558059692,0.3125,0.042319029569625854,0.09297582507133484,0.0625,0.8446469973730508,0.0,,1,0.26884787529706955,0.4905361831188202
01b641cdf30a,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/86468a87ea4bdecb91d4ae2da806b634087bfee355a4b30efc12dc0603811cde.jpeg,0.05383742228150368,0.10896500200033188,0,1,real,"[0.0, 0.6701030927835051, 0.32989690721649484, 1.0]",0.04736589640378952,0.1458093672990799,0.1875,-0.03415574133396149,0.060292162001132965,0.0,0.917673535801148,0.0,,1,0.02935095503926277,1.019511103630066
0330e9f0a633,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/ed66df1c5762bad9371fbb3bfdbf4cb0f349077c76f1f327f0c4ec4943d2e0c6.jpeg,0.04755539074540138,0.08069619536399841,0,1,real,"[0.27245508982035926, 0.0, 0.6047904191616766, 0.3323353293413174]",0.2616034150123596,0.24184027314186096,0.5625,0.22899407148361206,0.080225370824337,0.9375,0.8626154594676891,0.0,,1,0.1702355183660984,0.48369473218917847
0495ab47a564,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/19310454e5b11fbe75aa1b73ae5233ed2ba46dc83a3a50c80c6bd99316d6b6c6.jpeg,0.01228464487940073,0.011513292789459229,0,1,real,"[0.6705882352941176, 0.0, 1.0023529411764707, 0.33176470588235296]",0.003432570956647396,0.022181879729032516,0.0,0.014535780996084213,0.09935110434889793,0.0,0.9345946655520552,0.0,,1,0.011842391453683376,0.2276410311460495
08faef966ad6,genimage,stable_diffusion_v_1_5,0,data/raw/genimage_subset/17c0665f6f149b9709095dd7dfc26bf5d3b97dfd17dd31382ff5bfdad44e4506.jpeg,0.02518777921795845,0.021456975489854813,0,1,real,"[0.5973333333333334, 0.6693333333333333, 0.9306666666666666, 1.0026666666666666]",0.011634539812803268,0.015336504206061363,0.25,0.011216789484024048,0.002894553355872631,0.9375,0.4343150621227069,0.0,,0,0.007379544898867607,0.07577544450759888
014b7cfdf049,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/a32fd3f09131d35f17551e36fa0b1da481035b382caa134b2e1593f033aa79da.png,0.5313169360160828,0.5313166379928589,0,0,real,"[0.427734375, 0.0, 0.759765625, 0.33203125]",0.10910171270370483,-0.0018661171197891235,0.75,-0.05994108319282532,0.2844316065311432,0.0,0.936391925589418,1.0,,1,0.12576252222061157,0.1212363913655281
0449c1968f7a,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/8872e26eacbff5bf1c2096981a56a9710b011a0e88e8df8eb7d6ef4c88e93de7.png,0.07703442871570587,0.07703440636396408,0,0,real,"[0.669921875, 0.46875, 1.001953125, 0.80078125]",-0.03051135316491127,0.08193117380142212,0.0,0.21756158024072647,0.15089962631464005,0.875,0.8829799742070051,0.2828862598102378,,0,-0.014039114117622375,0.19573326408863068
0773286d3d0a,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/2a296ebf8bbad847c662cae7d6943b90313cf4534227d2373451eb16fea0036b.png,0.8426634073257446,0.842663586139679,1,1,ai_generated,"[0.669921875, 0.0, 1.001953125, 0.33203125]",0.25412052869796753,0.051317185163497925,0.9375,-0.006009042263031006,-0.03766462206840515,0.6875,0.7987550002738607,1.0,,0,0.19160246849060059,0.38042399287223816
08d6800354df,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/26cc8e5565a41e649524569162e7478289b16aa16c4a69981b2906fe74cb89bd.png,0.9666154384613037,0.9666154384613037,1,1,ai_generated,"[0.0, 0.447265625, 0.33203125, 0.779296875]",0.4823037385940552,0.12299323081970215,1.0,0.04827505350112915,-0.0003440976142883301,0.9375,0.8521004275558081,0.04713643751792714,,1,0.3712524175643921,0.07091175764799118
09c9fd8a27e7,genimage,stable_diffusion_v_1_5,1,data/raw/genimage_subset/9f09bb12c3f105c1e7372fe408b75c7314cd655ce670369f83f32b35c4606e06.png,0.9671503901481628,0.9671503901481628,1,1,ai_generated,"[0.541015625, 0.09375, 0.873046875, 0.42578125]",-0.005139589309692383,0.013077348470687866,0.0,-0.016933560371398926,-0.01580125093460083,0.375,0.8440348796796406,0.7678773204196933,,0,-0.0008971095085144043,0.8790086507797241
00798bc2a523,external,imagenet,0,diffusion_datasets/imagenet/0_real/flcafzqbyt.JPEG,0.0034384713508188725,0.004212644416838884,0,1,real,"[0.17066666666666666, 0.6693333333333333, 0.504, 1.0026666666666666]",0.0029151560738682747,0.018033644650131464,0.25,0.006497158203274012,0.003864818951115012,0.9375,0.9140097093891305,0.0,,0,0.002932688919827342,0.3543385863304138
0088f643846c,external,imagenet,0,diffusion_datasets/imagenet/0_real/wgmfkffpbs.JPEG,0.6837050318717957,0.6916928291320801,0,1,real,"[0.0, 0.34536082474226804, 0.32989690721649484, 0.6752577319587629]",-0.23492711782455444,-0.33043089509010315,0.9375,-0.2004547119140625,-0.08519706130027771,0.0625,0.852988330446749,0.6263736263736264,,0,-0.1333627700805664,2.3370699882507324
01e52141dfc8,external,imagenet,0,diffusion_datasets/imagenet/0_real/ftobdflmuz.JPEG,0.0230230912566185,0.024408256635069847,0,1,real,"[0.5413333333333333, 0.2853333333333333, 0.8746666666666667, 0.6186666666666667]",0.006762491539120674,0.02198656275868416,0.25,-0.0035463813692331314,0.007350273430347443,0.1875,0.7414274809043278,0.0,,0,0.011143652722239494,0.0413215197622776
033b552c377d,external,imagenet,0,diffusion_datasets/imagenet/0_real/gaezkwugoh.JPEG,0.008683579973876476,0.009176826104521751,0,1,real,"[0.6703786191536748, 0.6703786191536748, 1.0022271714922049, 1.0022271714922049]",0.00551973469555378,0.012885792180895805,0.0625,0.0039073629304766655,0.02535327337682247,0.0,0.8069667459863238,1.0,,0,0.011302076280117035,0.14608965814113617
0394bab4773f,external,imagenet,0,diffusion_datasets/imagenet/0_real/danyxpbnqf.JPEG,0.013859808444976807,0.014139778912067413,0,1,real,"[0.6707021791767555, 0.0, 1.0024213075060533, 0.33171912832929784]",0.011265112087130547,0.07638809084892273,0.0625,0.008263243362307549,0.03767308406531811,0.0625,0.8001731515305607,0.0,,1,0.060476258397102356,0.26028335094451904
00b2cf222d06,external,guided,1,diffusion_datasets/guided/1_fake/owbarkgfyc.png,0.7826826572418213,0.7826825976371765,0,0,real,"[0.66796875, 0.0859375, 1.0, 0.41796875]",-0.12488573789596558,-0.1932426393032074,0.75,0.16480833292007446,0.18003341555595398,0.25,0.836257408655052,1.0,,0,-0.024796605110168457,0.4482805132865906
010182a66794,external,guided,1,diffusion_datasets/guided/1_fake/shkxdbeqpn.png,0.7452414035797119,0.7452414035797119,0,0,real,"[0.66796875, 0.1640625, 1.0, 0.49609375]",-0.03427022695541382,-0.033407747745513916,0.5,-0.1299787163734436,-0.47505949437618256,0.9375,0.868326131274617,1.0,,1,0.023726284503936768,0.6429828405380249
0119277c9ebe,external,guided,1,diffusion_datasets/guided/1_fake/xmyblzhwwh.png,0.9953717589378357,0.9953717589378357,1,1,ai_generated,"[0.56640625, 0.31640625, 0.8984375, 0.6484375]",0.04750245809555054,0.04419904947280884,0.5625,0.004835009574890137,0.002186894416809082,0.875,0.8208069317610031,0.029613612860769013,,0,0.04071623086929321,0.36168214678764343
011d77cc2f48,external,guided,1,diffusion_datasets/guided/1_fake/qqdphhznqg.png,0.009875107556581497,0.009875144809484482,0,0,real,"[0.59375, 0.0, 0.92578125, 0.33203125]",-0.008189474581740797,-0.005377774825319648,0.25,-0.0031825765036046505,-0.003208613023161888,0.5,0.7895146222500001,0.6263736263736264,,0,-0.008049908326938748,0.6023458242416382
0127763e0d4f,external,guided,1,diffusion_datasets/guided/1_fake/bulfplvjow.png,0.9872260689735413,0.9872260689735413,1,1,ai_generated,"[0.66796875, 0.66796875, 1.0, 1.0]",0.12567996978759766,0.16914716362953186,0.4375,0.011737585067749023,0.008468151092529297,0.5625,0.7817250800639869,0.0,,0,0.13575118780136108,0.27902334928512573
0071854e4cd8,external,laion,0,diffusion_datasets/laion/0_real/xnyhohvpna.jpg,0.19694849848747253,0.1969490349292755,0,1,real,"[0.0, 0.0, 0.33203125, 0.33203125]",-0.0401432067155838,0.11304932832717896,0.125,0.04935251176357269,0.06349961459636688,0.4375,0.8945135308370232,0.7209302325581395,,0,-0.023273438215255737,1.7870030403137207
0112467a1c90,external,laion,0,diffusion_datasets/laion/0_real/wdxoxbbogy.jpg,0.027874300256371498,0.02787427417933941,0,1,real,"[0.0, 0.2734375, 0.33203125, 0.60546875]",0.018582722172141075,0.050241416320204735,0.0625,-0.0041473545134067535,0.0009621670469641685,0.1875,0.7776743716518032,0.0,,0,0.034599004313349724,2.1504814624786377
036372a684bb,external,laion,0,diffusion_datasets/laion/0_real/ljluvxkeau.jpg,0.008094246499240398,0.008094262331724167,0,1,real,"[0.0, 0.26953125, 0.33203125, 0.6015625]",0.0028243521228432655,-0.0025666754227131605,1.0,-0.0007245070300996304,-0.001589871710166335,0.6875,0.8009793990889926,0.5890887986070806,,0,0.003371918573975563,0.3297029733657837
03fa10f1005e,external,laion,0,diffusion_datasets/laion/0_real/tnxiofobrb.jpg,0.8539895415306091,0.8539898991584778,1,0,ai_generated,"[0.0, 0.0, 0.33203125, 0.33203125]",0.10278213024139404,-0.058739662170410156,1.0,0.09092164039611816,0.007319748401641846,0.6875,0.74964260297725,0.0,,0,0.09800583124160767,1.7131227254867554
04131ca77e07,external,laion,0,diffusion_datasets/laion/0_real/xlwfiidgib.jpg,0.9920133948326111,0.9920133948326111,1,0,ai_generated,"[0.0, 0.63671875, 0.33203125, 0.96875]",-0.0013416409492492676,-0.0023762285709381104,0.75,-0.004938185214996338,-0.003282994031906128,0.0,0.9312401982259607,0.0,,0,-0.0019530653953552246,1.0334120988845825
00d171343ac7,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/newahshtuc.png,0.022327616810798645,0.022327648475766182,0,0,real,"[0.0, 0.31640625, 0.33203125, 0.6484375]",0.07592291198670864,0.3458374720066786,0.0625,0.027598397806286812,0.09564227797091007,0.0625,0.8044969565432666,0.0,,0,0.1785432081669569,0.05464838072657585
00e3a62ee6b5,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/yyfgzdkznw.png,0.4508304297924042,0.4508301913738251,0,0,real,"[0.44921875, 0.66796875, 0.78125, 1.0]",-0.2524632513523102,-0.21196232736110687,0.25,-0.2728124260902405,-0.2255624532699585,0.3125,0.7499843828162973,0.922077922077922,,0,-0.2115636020898819,0.8192546367645264
0448522ffc10,external,ldm_200,1,diffusion_datasets/ldm_200/1_fake/vrwfguctin.png,0.9922537207603455,0.9922537207603455,1,1,ai_generated,"[0.50390625, 0.41796875, 0.8359375, 0.75]",0.04471367597579956,0.027223438024520874,0.6875,0.06839132308959961,0.044301778078079224,0.6875,0.9135002389304823,0.0,,1,0.041339337825775146,1.8367902040481567
