path,domain,label,ai_score
diffusion_datasets/guided/1_fake/lnavxqqxfa.png,guided,1,0.07012655533655462
diffusion_datasets/guided/1_fake/eolimvhygz.png,guided,1,0.019967815529139277
diffusion_datasets/guided/1_fake/nkdchwutlw.png,guided,1,0.0002015597044837998
diffusion_datasets/guided/1_fake/eoacigirrk.png,guided,1,0.020742385796963945
diffusion_datasets/guided/1_fake/msccvtyrqo.png,guided,1,7.99524937930859e-08
diffusion_datasets/guided/1_fake/cmjapngcpn.png,guided,1,0.006875760553245999
diffusion_datasets/guided/1_fake/vrwfguctin.png,guided,1,9.782525781742285e-05
diffusion_datasets/guided/1_fake/slrtleyncm.png,guided,1,0.0031951618083681144
diffusion_datasets/guided/1_fake/jkepwzmrqu.png,guided,1,0.03258878389664288
diffusion_datasets/guided/1_fake/fwnswugajt.png,guided,1,0.0003570627071145892
diffusion_datasets/guided/1_fake/jgcuwqiqsa.png,guided,1,7.944027769480107e-05
diffusion_datasets/guided/1_fake/kjkmmniwcv.png,guided,1,5.362404848248481e-05
diffusion_datasets/guided/1_fake/aowpbzokmp.png,guided,1,0.00333593757864481
diffusion_datasets/guided/1_fake/pjvqcnpfqy.png,guided,1,0.0007951921644668585
diffusion_datasets/guided/1_fake/mpzjrdeutv.png,guided,1,0.05748940565557821
diffusion_datasets/guided/1_fake/mcrhlmdumo.png,guided,1,0.031517075992431795
diffusion_datasets/guided/1_fake/oaepibbwpe.png,guided,1,3.2277927116149297e-05
diffusion_datasets/guided/1_fake/aujwkgbadp.png,guided,1,0.0013493399721399007
diffusion_datasets/guided/1_fake/hzrxscnjew.png,guided,1,0.0024297939257801942
diffusion_datasets/guided/1_fake/tknxjephgy.png,guided,1,0.13843870850407938
diffusion_datasets/guided/1_fake/ttwsrquzox.png,guided,1,7.625904860990377e-05
diffusion_datasets/guided/1_fake/ixykpgtooh.png,guided,1,0.0011908046803040812
diffusion_datasets/guided/1_fake/hnfbzeaoqb.png,guided,1,0.7963671509189247
diffusion_datasets/guided/1_fake/gczswsnqpp.png,guided,1,0.03692242945599258
diffusion_datasets/guided/1_fake/ikpmthprsw.png,guided,1,0.04561678682428026
diffusion_datasets/guided/1_fake/vmjmkqeggv.png,guided,1,0.0381988702201608
diffusion_datasets/guided/1_fake/ltwpiurdob.png,guided,1,0.0013586624134356864
diffusion_datasets/guided/1_fake/clutkoqhvu.png,guided,1,0.02721420018973133
diffusion_datasets/guided/1_fake/qnqvwdpmam.png,guided,1,0.11965240688900379
diffusion_datasets/guided/1_fake/fzmzemtxkr.png,guided,1,0.006272684245388685
diffusion_datasets/guided/1_fake/kxyebvmqsl.png,guided,1,1.4072209028014502e-05
diffusion_datasets/guided/1_fake/jrzuxwwxsh.png,guided,1,0.00011838039096344065
diffusion_datasets/guided/1_fake/lavlfbgnkn.png,guided,1,0.01977352692189888
diffusion_datasets/guided/1_fake/amcjhcqbxr.png,guided,1,0.8287941896809115
diffusion_datasets/guided/1_fake/cbmykoukdb.png,guided,1,0.017841678060856694
diffusion_datasets/guided/1_fake/hjovhnpjdf.png,guided,1,0.2356925569316965
diffusion_datasets/guided/1_fake/picuojlsec.png,guided,1,0.05302788502102166
diffusion_datasets/guided/1_fake/jhnzthaool.png,guided,1,0.001413155382755387
diffusion_datasets/guided/1_fake/adizyjvxam.png,guided,1,0.005592814265094835
diffusion_datasets/guided/1_fake/gjpzqplype.png,guided,1,0.0008809065043540551
diffusion_datasets/guided/1_fake/vwklacfxmw.png,guided,1,0.0012768087417754017
diffusion_datasets/guided/1_fake/lvsgpxrabw.png,guided,1,0.002052277941778842
diffusion_datasets/guided/1_fake/yvwtaordyd.png,guided,1,0.03629693184935043
diffusion_datasets/guided/1_fake/lfpytrxtnd.png,guided,1,0.0012482900772024317
diffusion_datasets/guided/1_fake/jnrpfsvjdm.png,guided,1,0.959027523619075
diffusion_datasets/guided/1_fake/xucelwnaqz.png,guided,1,0.0073065041867977215
diffusion_datasets/guided/1_fake/ayzndlluru.png,guided,1,0.00021972859083209978
diffusion_datasets/guided/1_fake/fnjmysjhqo.png,guided,1,0.0007084993654953226
diffusion_datasets/guided/1_fake/rtbrwgwkho.png,guided,1,0.00050239648576694
diffusion_datasets/guided/1_fake/pbblbgdzjz.png,guided,1,0.013731186674011166
diffusion_datasets/guided/1_fake/zxaydtvcbx.png,guided,1,0.0016460762543480827
diffusion_datasets/guided/1_fake/asxtxajrfc.png,guided,1,1.832396095594709e-06
diffusion_datasets/guided/1_fake/jvctzionai.png,guided,1,0.20809120362419115
diffusion_datasets/guided/1_fake/timdfnwgho.png,guided,1,0.00029372397063811455
diffusion_datasets/guided/1_fake/pfvgbusewt.png,guided,1,0.0005362773675347572
diffusion_datasets/guided/1_fake/ulpnibnvvc.png,guided,1,0.0014905495466094076
diffusion_datasets/guided/1_fake/xphjlaxygh.png,guided,1,0.0083694977017668
diffusion_datasets/guided/1_fake/qafswzymfy.png,guided,1,0.10745015234619175
diffusion_datasets/guided/1_fake/kgmqyotoqo.png,guided,1,0.0009878598958955765
diffusion_datasets/guided/1_fake/bbdiioaqyn.png,guided,1,0.015972526147213888
diffusion_datasets/guided/1_fake/apwufqzgrg.png,guided,1,0.0006397872745477611
diffusion_datasets/guided/1_fake/lttnaabznd.png,guided,1,6.522737605934383e-05
diffusion_datasets/guided/1_fake/raxqxyzhrc.png,guided,1,0.06075023466343572
diffusion_datasets/guided/1_fake/mfmhhrlxuy.png,guided,1,0.01739466614155446
diffusion_datasets/guided/1_fake/bulfplvjow.png,guided,1,0.43498693638180674
diffusion_datasets/guided/1_fake/ybbbdeihcf.png,guided,1,0.0017325670441256976
diffusion_datasets/guided/1_fake/qlhvuhhqol.png,guided,1,5.4961479256110415e-05
diffusion_datasets/guided/1_fake/xdudczawtx.png,guided,1,0.004964320340997332
diffusion_datasets/guided/1_fake/vcbnrxukwp.png,guided,1,0.0002427860628437991
diffusion_datasets/guided/1_fake/ifqwneltpg.png,guided,1,0.0005137273328857055
diffusion_datasets/guided/1_fake/psosqfwlqc.png,guided,1,0.019462607882484842
diffusion_datasets/guided/1_fake/znwafizosm.png,guided,1,0.009971672846317815
diffusion_datasets/guided/1_fake/qsndeimedb.png,guided,1,0.0005181678678051731
diffusion_datasets/guided/1_fake/ajefhvvxek.png,guided,1,0.002372126697415701
diffusion_datasets/guided/1_fake/jgvhyrcgyx.png,guided,1,0.00036499910982007395
diffusion_datasets/guided/1_fake/kbpanibqgu.png,guided,1,0.024510806905145798
diffusion_datasets/guided/1_fake/gzmbdszeyt.png,guided,1,1.4048275904060439e-05
