path,domain,label,ai_score
diffusion_datasets/guided/1_fake/lnavxqqxfa.png,guided,1,0.6912096636818441
diffusion_datasets/guided/1_fake/eolimvhygz.png,guided,1,0.2908093244796226
diffusion_datasets/guided/1_fake/nkdchwutlw.png,guided,1,0.010368009773519819
diffusion_datasets/guided/1_fake/eoacigirrk.png,guided,1,0.35104945963831946
diffusion_datasets/guided/1_fake/msccvtyrqo.png,guided,1,0.00022795404324824813
diffusion_datasets/guided/1_fake/cmjapngcpn.png,guided,1,0.9057888551188295
diffusion_datasets/guided/1_fake/vrwfguctin.png,guided,1,0.004208824127142254
diffusion_datasets/guided/1_fake/slrtleyncm.png,guided,1,0.40253473807904544
diffusion_datasets/guided/1_fake/jkepwzmrqu.png,guided,1,0.4775855022199303
diffusion_datasets/guided/1_fake/fwnswugajt.png,guided,1,0.09532474364558483
diffusion_datasets/guided/1_fake/jgcuwqiqsa.png,guided,1,0.22362223530577927
diffusion_datasets/guided/1_fake/kjkmmniwcv.png,guided,1,0.04500992443641536
diffusion_datasets/guided/1_fake/aowpbzokmp.png,guided,1,0.6439400046808025
diffusion_datasets/guided/1_fake/pjvqcnpfqy.png,guided,1,0.09574328871952159
diffusion_datasets/guided/1_fake/mpzjrdeutv.png,guided,1,0.7028990923885909
diffusion_datasets/guided/1_fake/mcrhlmdumo.png,guided,1,0.2964065703790927
diffusion_datasets/guided/1_fake/oaepibbwpe.png,guided,1,0.0013444013582582497
diffusion_datasets/guided/1_fake/aujwkgbadp.png,guided,1,0.0060025067982419165
diffusion_datasets/guided/1_fake/hzrxscnjew.png,guided,1,0.42869419765532424
diffusion_datasets/guided/1_fake/tknxjephgy.png,guided,1,0.9630520255779733
diffusion_datasets/guided/1_fake/ttwsrquzox.png,guided,1,0.10069140781084632
diffusion_datasets/guided/1_fake/ixykpgtooh.png,guided,1,0.14039115712657854
diffusion_datasets/guided/1_fake/hnfbzeaoqb.png,guided,1,0.8990226858929792
diffusion_datasets/guided/1_fake/gczswsnqpp.png,guided,1,0.6928155970735151
diffusion_datasets/guided/1_fake/ikpmthprsw.png,guided,1,0.9199196418055028
diffusion_datasets/guided/1_fake/vmjmkqeggv.png,guided,1,0.8244995795860889
diffusion_datasets/guided/1_fake/ltwpiurdob.png,guided,1,0.08972848101921313
diffusion_datasets/guided/1_fake/clutkoqhvu.png,guided,1,0.48494330678981923
diffusion_datasets/guided/1_fake/qnqvwdpmam.png,guided,1,0.6982513570170931
diffusion_datasets/guided/1_fake/fzmzemtxkr.png,guided,1,0.7882608165383153
